date,close,broken_net_rate,bn_z10y,erp,breadth,new_low,vol_ratio,ret5,vol_temp,rsi14,bias60,drawdown,margin_chg5,limit_up_rate,limit_down_rate,max_consec_limit,n_sample,asi_v2,coverage,zone_v2,asi_v2_noerp,asi_v2_nolvspec,asi_v1
2018-08-14,2780.97,6.58,1.32,,52.54,1.66,0.799,0.06,42.41,44.89,-4.33,-21.87,-0.416,0.912,0.0,3,548,43.8,1.0,Neutral,43.8,42.8,41.6
2018-08-15,2723.26,6.92,1.43,,50.41,8.07,0.852,-0.76,39.33,38.7,-6.05,-23.49,-0.138,0.0,0.909,1,550,38.1,1.0,Neutral,38.1,36.7,38.6
2018-08-16,2705.19,6.91,1.43,,35.36,14.29,0.886,-3.19,28.63,36.98,-6.43,-24.0,-0.222,0.907,0.544,1,551,34.1,1.0,Neutral,34.1,31.7,33.0
2018-08-17,2668.97,7.27,1.55,,25.05,26.74,0.832,-4.52,23.34,33.75,-7.42,-25.02,-0.256,0.907,0.726,2,551,30.7,1.0,Neutral,30.7,27.5,26.8
2018-08-20,2698.47,6.9,1.42,,28.41,14.44,0.821,-3.14,29.24,38.47,-6.16,-24.19,-0.606,0.543,0.725,3,552,33.7,1.0,Neutral,33.7,31.3,30.3
2018-08-21,2733.83,6.9,1.42,,36.03,3.84,0.843,-1.7,35.28,43.65,-4.71,-23.2,-1.01,1.087,0.0,3,552,38.7,1.0,Neutral,38.7,37.2,35.3
2018-08-22,2714.61,7.44,1.6,,38.31,15.9,0.697,-0.32,40.22,41.6,-5.15,-23.74,-1.171,0.543,1.268,1,552,36.0,1.0,Neutral,36.0,34.7,32.4
2018-08-23,2724.62,7.08,1.48,,47.9,5.12,0.736,0.72,44.43,43.1,-4.63,-23.45,-1.14,0.906,0.181,1,552,40.3,1.0,Neutral,40.3,39.6,37.5
2018-08-24,2729.43,7.26,1.54,,52.46,7.68,0.757,2.27,50.69,43.85,-4.25,-23.32,-1.044,0.725,0.181,1,552,41.4,1.0,Neutral,41.4,40.9,39.5
2018-08-27,2780.9,6.88,1.41,,58.95,0.73,1.005,3.05,58.97,51.22,-2.28,-21.87,-0.82,1.266,0.181,2,553,48.3,1.0,Neutral,48.3,48.5,48.6
2018-08-28,2777.98,6.88,1.41,,51.94,1.82,0.898,1.62,50.24,50.82,-2.2,-21.96,-0.538,0.542,0.904,2,553,45.2,1.0,Neutral,45.2,44.9,44.8
2018-08-29,2769.3,6.7,1.34,,53.67,3.1,0.757,2.01,49.72,49.55,-2.31,-22.2,-0.311,0.0,0.542,1,553,44.6,1.0,Neutral,44.6,44.5,43.2
2018-08-30,2737.74,7.61,1.65,,42.36,13.14,0.804,0.48,44.19,45.16,-3.21,-23.09,-0.413,0.181,0.181,1,553,38.7,1.0,Neutral,38.7,37.3,37.0
2018-08-31,2725.25,8.33,1.9,,39.67,23.18,0.833,-0.15,41.8,43.52,-3.43,-23.44,-0.549,0.542,0.904,2,553,35.7,1.0,Neutral,35.7,33.7,35.0
2018-09-03,2720.73,7.96,1.77,,28.12,24.91,0.778,-2.16,33.38,42.91,-3.39,-23.56,-0.628,1.083,0.361,3,554,34.0,1.0,Neutral,34.0,31.5,30.7
2018-09-04,2750.58,7.78,1.71,,36.01,2.91,0.833,-0.99,38.27,48.07,-2.16,-22.72,-0.559,0.722,0.361,4,554,39.1,1.0,Neutral,39.1,37.5,36.3
2018-09-05,2704.34,8.5,1.95,,32.43,20.87,0.802,-2.35,32.59,41.77,-3.59,-24.02,-0.663,0.181,0.181,1,554,32.6,1.0,Neutral,32.6,30.4,31.2
2018-09-06,2691.59,8.86,2.08,,36.94,26.13,0.758,-1.69,35.27,40.2,-3.84,-24.38,-0.56,1.264,0.0,1,554,33.1,1.0,Neutral,33.1,30.5,31.1
2018-09-07,2702.3,8.5,1.95,,43.97,11.25,0.825,-0.84,38.85,42.16,-3.26,-24.08,-0.49,1.083,0.0,2,554,36.2,1.0,Neutral,36.2,33.9,35.8
2018-09-10,2669.49,8.88,2.08,,38.63,39.09,0.795,-1.88,34.49,38.04,-4.23,-25.0,-0.75,0.723,0.904,2,553,32.6,1.0,Neutral,32.6,30.2,31.3
2018-09-11,2664.8,8.7,2.01,,33.45,16.73,0.771,-3.12,29.6,37.48,-4.26,-25.13,-0.897,0.904,0.362,2,553,31.7,1.0,Neutral,31.7,29.1,29.2
2018-09-12,2656.11,8.7,2.01,,41.74,13.27,0.707,-1.78,34.89,36.41,-4.43,-25.38,-0.794,0.0,0.181,1,553,33.3,1.0,Neutral,33.3,31.3,30.6
2018-09-13,2686.58,8.35,1.89,,51.22,4.55,0.849,-0.19,41.77,42.62,-3.22,-24.52,-0.854,0.362,0.181,1,552,38.2,1.0,Neutral,38.2,37.0,39.0
2018-09-14,2681.64,8.36,1.89,,44.93,13.48,0.796,-0.76,39.04,41.91,-3.28,-24.66,-0.973,0.544,0.726,1,551,35.7,1.0,Neutral,35.7,34.2,35.7
2018-09-17,2651.79,8.89,2.07,,45.98,35.82,0.704,-0.66,39.0,37.78,-4.23,-25.5,-0.869,1.087,0.906,1,552,33.9,1.0,Neutral,33.9,32.0,32.3
2018-09-18,2699.95,8.53,1.94,,52.56,2.0,0.928,1.32,49.31,46.87,-2.41,-24.15,-0.752,1.268,0.181,2,552,41.2,1.0,Neutral,41.2,40.1,41.8
2018-09-19,2730.85,8.18,1.82,,58.66,0.91,1.137,2.81,60.41,51.74,-1.24,-23.28,-1.122,1.452,0.181,3,551,45.8,1.0,Neutral,45.8,45.7,48.6
2018-09-20,2729.24,8.36,1.88,,48.6,2.55,0.893,1.59,50.04,51.48,-1.27,-23.32,-1.356,0.726,0.181,3,551,41.4,1.0,Neutral,41.4,40.7,42.0
2018-09-21,2797.49,7.62,1.63,,61.46,1.27,1.268,4.32,72.22,60.67,1.23,-21.41,-1.364,0.542,0.181,2,553,50.4,1.0,Neutral,50.4,51.4,54.9
2018-09-25,2781.14,8.14,1.8,,63.93,1.08,0.895,4.88,64.86,57.84,0.64,-21.87,-1.01,0.541,0.541,3,555,48.1,1.0,Neutral,48.1,48.5,49.9
2018-09-26,2806.81,8.14,1.8,,56.37,1.45,1.119,3.96,66.3,60.92,1.55,-21.15,-1.198,0.901,0.721,4,555,48.0,1.0,Neutral,48.0,48.5,51.6
2018-09-27,2791.78,8.5,1.92,,42.88,12.12,0.994,2.23,54.7,58.24,0.99,-21.57,-1.153,0.721,2.342,2,555,40.9,1.0,Neutral,40.9,40.5,44.0
2018-09-28,2821.35,8.51,1.92,,53.25,2.17,1.077,3.37,62.18,61.8,2.0,-20.74,-1.858,0.722,0.181,1,554,45.5,1.0,Neutral,45.5,46.2,50.1
2018-10-08,2716.51,8.89,2.05,,36.36,31.58,1.198,-2.89,28.5,46.62,-1.77,-23.68,-0.773,0.542,2.532,2,553,32.3,1.0,Neutral,32.3,30.2,38.9
2018-10-09,2721.01,8.86,2.04,,42.09,15.34,0.934,-2.16,33.15,47.22,-1.55,-23.56,-0.906,0.901,0.36,1,555,34.4,1.0,Neutral,34.4,32.5,38.3
2018-10-10,2725.84,8.66,1.97,,42.03,12.43,0.908,-2.88,29.89,47.89,-1.31,-23.42,-0.728,1.079,0.36,2,556,34.7,1.0,Neutral,34.7,32.5,38.5
2018-10-11,2583.46,13.22,3.51,,39.83,70.71,1.579,-7.46,11.04,34.04,-6.36,-27.42,-2.14,0.542,40.433,2,554,18.6,1.0,Pessimistic,18.6,15.6,31.8
2018-10-12,2606.91,13.77,3.69,,30.27,56.06,1.349,-7.6,14.19,37.26,-5.38,-26.76,-2.709,0.903,1.625,2,554,18.7,1.0,Pessimistic,18.7,15.3,28.2
2018-10-15,2568.1,14.31,3.86,,33.62,55.33,0.938,-5.46,19.85,34.28,-6.64,-27.85,-3.888,1.805,0.542,1,554,18.3,1.0,Pessimistic,18.3,15.3,23.3
2018-10-16,2546.33,14.86,4.03,,25.45,62.21,0.945,-6.42,19.76,32.7,-7.28,-28.46,-4.926,1.083,1.986,2,554,16.1,1.0,Pessimistic,16.1,13.4,19.5
2018-10-17,2561.61,14.49,3.9,,29.93,14.1,1.026,-6.02,18.64,34.97,-6.59,-28.03,-5.454,1.986,0.903,3,554,17.4,1.0,Pessimistic,17.4,14.9,23.2
2018-10-18,2486.42,15.22,4.12,,30.94,58.05,0.987,-3.76,25.26,29.67,-9.16,-30.15,-4.429,0.361,3.971,1,554,15.8,1.0,Pessimistic,15.8,13.4,19.5
2018-10-19,2550.47,14.29,3.8,,42.35,5.42,1.159,-2.17,32.79,38.25,-6.7,-28.35,-3.558,1.081,0.0,1,554,23.4,1.0,Pessimistic,23.4,21.0,29.9
2018-10-22,2654.88,12.68,3.25,,57.91,0.54,1.66,3.38,75.25,49.14,-2.77,-25.41,-2.861,7.581,0.0,2,554,40.5,1.0,Neutral,40.5,40.0,44.9
2018-10-23,2594.83,13.41,3.48,,57.98,1.81,1.385,1.9,59.35,44.3,-4.82,-27.1,-1.666,1.625,0.0,2,554,34.8,1.0,Neutral,34.8,33.0,40.4
2018-10-24,2603.3,13.2,3.41,,53.23,2.17,1.242,1.63,55.4,45.12,-4.33,-26.86,-1.084,1.261,0.36,3,555,34.0,1.0,Neutral,34.0,31.8,38.4
2018-10-25,2603.8,13.25,3.41,,57.57,5.08,1.269,4.72,74.7,45.17,-4.14,-26.85,-0.536,2.351,0.362,4,553,37.8,1.0,Neutral,37.8,35.7,40.1
2018-10-26,2598.85,12.89,3.28,,52.57,3.09,1.246,1.9,57.07,44.73,-4.15,-26.99,-0.084,1.447,0.0,5,552,35.1,1.0,Neutral,35.1,32.1,38.4
2018-10-29,2542.1,13.74,3.56,,36.1,8.15,1.053,-4.25,22.16,39.86,-6.05,-28.58,-0.06,1.083,1.986,6,554,23.5,1.0,Pessimistic,23.5,18.9,27.9
2018-10-30,2568.05,12.79,3.24,,48.97,3.25,1.31,-1.03,39.68,42.92,-4.92,-27.85,-0.483,3.058,0.18,7,556,31.0,1.0,Neutral,31.0,27.3,36.8
2018-10-31,2602.78,12.09,3.0,,55.67,0.9,1.416,-0.02,46.87,46.82,-3.47,-26.88,-0.595,1.261,0.18,8,555,35.8,1.0,Neutral,35.8,33.2,42.4
2018-11-01,2606.24,12.07,2.98,,61.32,0.72,1.563,0.09,48.84,47.2,-3.21,-26.78,-0.533,1.619,0.18,9,556,37.1,1.0,Neutral,37.1,34.6,45.4
2018-11-02,2676.48,11.13,2.67,,67.56,0.18,1.74,2.99,73.84,54.44,-0.55,-24.81,-0.669,2.151,0.358,10,558,45.9,1.0,Neutral,45.9,45.0,51.9
2018-11-05,2665.43,10.41,2.43,,76.18,0.0,1.488,4.85,81.79,53.21,-0.91,-25.12,-0.528,3.047,0.0,11,558,49.4,1.0,Neutral,49.4,48.7,53.1
2018-11-06,2659.36,10.61,2.49,,67.03,0.36,1.246,3.56,67.05,52.5,-1.11,-25.29,-0.105,1.795,0.18,3,557,44.7,1.0,Neutral,44.7,43.6,48.6
2018-11-07,2641.34,10.79,2.55,,56.52,0.18,1.313,1.48,55.53,50.37,-1.69,-25.79,0.028,0.718,0.0,4,557,41.3,1.0,Neutral,41.3,39.5,45.0
2018-11-08,2635.63,10.97,2.6,,52.65,0.18,1.207,1.13,51.95,49.68,-1.84,-25.95,-0.011,2.154,0.0,5,557,40.2,1.0,Neutral,40.2,37.9,42.5
2018-11-09,2598.87,11.35,2.72,,40.93,1.26,1.151,-2.9,28.69,45.37,-3.09,-26.99,0.302,1.079,0.36,6,556,32.3,1.0,Neutral,32.3,28.6,35.8
2018-11-12,2630.52,10.43,2.42,,48.38,0.0,1.321,-1.31,37.96,49.44,-1.81,-26.1,0.377,2.513,0.0,7,557,38.5,1.0,Neutral,38.5,35.4,42.3
2018-11-13,2654.88,9.17,2.0,,58.69,0.0,1.869,-0.17,48.59,52.37,-0.82,-25.41,0.384,3.052,0.0,8,557,44.3,1.0,Neutral,44.3,42.1,51.4
2018-11-14,2632.24,9.71,2.18,,60.41,0.18,1.761,-0.34,46.86,49.5,-1.58,-26.05,0.62,2.693,0.359,5,557,42.2,1.0,Neutral,42.2,39.9,49.7
2018-11-15,2668.17,8.8,1.88,,70.68,0.18,1.511,1.23,56.57,53.83,-0.2,-25.04,0.969,3.763,0.179,6,558,47.9,1.0,Neutral,47.9,46.0,54.5
2018-11-16,2679.11,7.89,1.58,,75.44,0.36,1.741,3.09,74.7,55.09,0.23,-24.73,0.851,3.936,0.0,7,559,53.6,1.0,Neutral,53.6,52.6,58.3
2018-11-19,2703.51,7.71,1.52,,67.07,0.36,1.642,2.77,70.18,57.86,1.12,-24.05,0.919,3.936,0.0,8,559,53.1,1.0,Neutral,53.1,52.0,57.3
2018-11-20,2645.86,9.14,1.98,,51.94,0.36,1.509,-0.34,45.3,50.01,-1.01,-25.67,1.086,1.252,1.431,9,559,42.7,1.0,Neutral,42.7,40.1,47.1
2018-11-21,2651.51,8.27,1.7,,57.0,0.54,1.261,0.73,50.23,50.72,-0.74,-25.51,0.868,0.898,0.359,1,557,45.0,1.0,Neutral,45.0,43.6,48.4
2018-11-22,2645.43,8.42,1.75,,48.17,0.36,1.023,-0.85,39.63,49.9,-0.93,-25.68,0.632,2.147,0.358,2,559,42.1,1.0,Neutral,42.1,40.0,42.7
2018-11-23,2579.48,10.36,2.37,,36.47,2.15,1.303,-3.72,22.85,42.01,-3.31,-27.53,0.119,0.535,5.882,2,561,29.9,1.0,Pessimistic,29.9,27.0,35.4
2018-11-26,2575.81,10.36,2.37,,34.36,2.15,0.905,-4.72,21.57,41.61,-3.36,-27.63,-0.409,1.426,0.178,1,561,29.6,1.0,Pessimistic,29.6,26.3,30.5
2018-11-27,2574.68,10.36,2.36,,45.83,0.89,0.83,-2.69,31.08,41.48,-3.27,-27.67,-0.734,1.07,0.0,2,561,33.2,1.0,Neutral,33.2,30.6,33.4
2018-11-28,2601.74,9.63,2.12,,48.66,0.18,0.98,-1.88,34.46,45.82,-2.15,-26.91,-0.848,1.779,0.356,3,561,37.4,1.0,Neutral,37.4,35.6,39.0
2018-11-29,2567.44,10.87,2.52,,41.24,2.15,1.052,-2.95,28.9,41.61,-3.32,-27.87,-1.185,0.178,2.135,1,562,29.9,1.0,Pessimistic,29.9,27.9,34.2
2018-11-30,2588.19,10.5,2.4,,53.52,1.25,0.927,0.34,44.74,44.91,-2.44,-27.29,-0.869,0.71,0.355,2,562,37.0,1.0,Neutral,37.0,35.4,38.6
2018-12-03,2654.8,9.56,2.09,,64.18,0.36,1.375,3.07,66.83,53.91,0.11,-25.42,-0.623,2.473,0.353,3,566,46.6,1.0,Neutral,46.6,46.2,51.0
2018-12-04,2665.96,9.19,1.97,,64.46,0.53,1.101,3.55,63.64,55.23,0.57,-25.1,-0.595,1.235,0.176,4,567,46.8,1.0,Neutral,46.8,46.3,50.0
2018-12-05,2649.8,9.22,1.98,,52.35,0.71,1.006,1.85,52.99,52.87,0.02,-25.56,-0.51,0.885,1.593,5,565,43.0,1.0,Neutral,43.0,42.1,44.1
2018-12-06,2605.18,9.54,2.08,,53.43,1.07,0.918,1.47,49.86,46.91,-1.6,-26.81,-0.013,0.882,0.882,6,567,41.1,1.0,Neutral,41.1,39.3,40.5
2018-12-07,2605.89,9.54,2.08,,51.94,1.07,0.704,0.68,43.95,47.01,-1.52,-26.79,0.139,1.411,0.176,7,567,40.1,1.0,Neutral,40.1,37.8,36.9
2018-12-10,2584.58,10.42,2.35,,36.38,2.13,0.73,-2.64,31.63,44.25,-2.25,-27.39,0.125,0.705,0.705,6,567,33.1,1.0,Neutral,33.1,29.8,29.7
2018-12-11,2594.09,9.91,2.19,,36.72,0.18,0.653,-2.7,31.73,45.78,-1.85,-27.12,0.048,0.883,0.177,7,566,36.0,1.0,Neutral,36.0,33.0,29.8
2018-12-12,2602.15,10.25,2.29,,42.35,0.53,0.667,-1.8,34.83,47.1,-1.5,-26.89,-0.072,0.529,0.0,8,567,36.6,1.0,Neutral,36.6,33.7,32.1
2018-12-13,2634.05,9.36,2.01,,54.77,0.36,0.971,1.11,48.87,52.09,-0.28,-26.0,-0.246,0.705,0.0,1,567,42.3,1.0,Neutral,42.3,41.2,43.8
2018-12-14,2593.74,10.78,2.45,,44.82,2.66,0.934,-0.47,41.06,46.17,-1.75,-27.13,-0.558,0.0,1.411,1,567,34.4,1.0,Neutral,34.4,32.7,36.0
2018-12-17,2597.97,10.78,2.45,,49.69,2.49,0.748,0.52,43.78,46.85,-1.54,-27.01,-0.533,0.176,0.353,1,567,35.9,1.0,Neutral,35.9,34.2,35.3
2018-12-18,2576.65,11.13,2.56,,40.0,3.2,0.745,-0.67,39.17,43.83,-2.3,-27.61,-0.458,0.529,0.0,1,567,32.7,1.0,Neutral,32.7,30.0,30.3
2018-12-19,2549.56,11.13,2.55,,32.59,5.86,0.683,-2.02,34.03,40.28,-3.24,-28.37,-0.59,0.176,0.0,2,567,29.3,1.0,Pessimistic,29.3,26.1,25.4
2018-12-20,2536.27,11.31,2.61,,29.63,2.31,0.765,-3.71,27.3,38.63,-3.62,-28.75,-0.422,0.529,0.0,1,567,28.4,1.0,Pessimistic,28.4,25.0,24.7
2018-12-21,2516.25,11.64,2.71,,33.22,4.96,0.736,-2.99,30.3,36.21,-4.25,-29.31,-0.165,0.176,0.352,1,568,27.7,1.0,Pessimistic,27.7,24.3,24.1
2018-12-24,2527.01,11.64,2.7,,38.55,1.24,0.619,-2.73,31.74,38.44,-3.68,-29.01,-0.27,0.704,0.176,1,568,30.1,1.0,Neutral,30.1,27.0,25.2
2018-12-25,2504.82,12.35,2.92,,37.98,6.56,0.9,-2.79,30.37,35.68,-4.36,-29.63,-0.449,1.232,0.352,2,568,26.9,1.0,Pessimistic,26.9,23.1,27.2
2018-12-26,2498.29,12.35,2.91,,43.12,7.27,0.694,-2.01,34.06,34.88,-4.42,-29.81,-0.289,1.408,0.176,3,568,28.2,1.0,Pessimistic,28.2,24.3,25.6
2018-12-27,2483.09,12.5,2.96,,34.01,9.38,0.867,-2.1,33.53,33.04,-4.81,-30.24,-0.575,0.879,0.879,4,569,26.3,1.0,Pessimistic,26.3,22.5,24.1
2018-12-28,2493.9,12.48,2.94,,38.9,7.24,0.762,-0.89,38.41,35.64,-4.2,-29.94,-1.144,1.051,0.701,3,570,27.8,1.0,Pessimistic,27.8,24.6,25.3
2019-01-02,2465.29,13.01,3.1,,33.01,8.66,0.704,-2.44,32.47,32.08,-5.14,-30.74,-1.064,1.401,0.876,4,571,25.1,1.0,Pessimistic,25.1,21.3,20.3
2019-01-03,2464.36,13.01,3.09,,36.42,8.48,0.8,-1.62,35.59,31.97,-5.02,-30.77,-1.002,1.576,0.876,5,571,26.1,1.0,Pessimistic,26.1,22.4,22.9
2019-01-04,2514.87,11.6,2.65,,48.12,0.18,1.085,0.66,47.94,43.49,-2.95,-29.35,-0.77,3.503,0.175,6,571,36.8,1.0,Neutral,36.8,34.3,36.7
2019-01-07,2533.09,10.9,2.43,,62.82,0.0,1.133,2.01,55.91,46.97,-2.21,-28.84,-0.556,3.678,0.0,7,571,41.8,1.0,Neutral,41.8,39.9,44.0
2019-01-08,2526.46,10.54,2.31,,60.91,0.53,1.012,1.31,50.38,45.87,-2.42,-29.02,0.19,1.401,0.175,8,571,40.6,1.0,Neutral,40.6,38.2,42.0
2019-01-09,2544.34,10.9,2.42,,63.12,0.0,1.23,3.21,64.6,49.34,-1.71,-28.52,-0.057,2.452,0.0,9,571,44.2,1.0,Neutral,44.2,42.4,45.6
2019-01-10,2535.1,10.72,2.36,,62.24,0.71,1.017,2.87,58.3,47.64,-2.06,-28.78,0.005,1.926,0.0,10,571,42.1,1.0,Neutral,42.1,40.0,43.0
2019-01-11,2553.83,10.53,2.3,,57.9,0.35,0.946,1.55,50.64,51.3,-1.33,-28.25,-0.389,1.399,0.175,6,571,40.8,1.0,Neutral,40.8,39.0,42.1
2019-01-14,2535.76,10.19,2.19,,46.16,2.3,0.915,0.11,43.57,47.83,-2.06,-28.76,-0.425,1.226,0.35,1,571,36.5,1.0,Neutral,36.5,34.6,36.8
2019-01-15,2570.34,10.02,2.13,,54.05,0.35,1.011,1.74,52.51,54.22,-0.74,-27.79,-0.441,1.926,0.35,2,571,41.6,1.0,Neutral,41.6,40.3,43.2
2019-01-16,2570.42,10.37,2.24,,50.72,0.71,0.94,1.02,48.09,54.24,-0.68,-27.79,-0.617,1.226,0.175,3,571,39.6,1.0,Neutral,39.6,38.0,40.9
2019-01-17,2559.64,10.35,2.23,,47.73,1.59,1.03,0.97,48.9,51.93,-1.08,-28.09,-0.738,0.699,0.0,4,572,38.6,1.0,Neutral,38.6,36.9,40.2
2019-01-18,2596.01,9.84,2.07,,47.14,0.53,1.212,1.65,55.08,58.35,0.33,-27.07,-0.941,1.226,0.35,5,571,42.1,1.0,Neutral,42.1,41.1,44.7
2019-01-21,2610.51,9.82,2.06,,53.06,0.18,1.035,2.95,59.05,60.61,0.89,-26.66,-1.046,1.049,0.175,6,571,44.2,1.0,Neutral,44.2,43.6,45.9
2019-01-22,2579.7,10.18,2.17,,41.0,1.23,0.966,0.36,45.23,53.92,-0.29,-27.53,-0.752,0.874,0.0,7,572,38.4,1.0,Neutral,38.4,36.4,38.1
2019-01-23,2581.0,10.35,2.22,,42.98,1.41,0.832,0.41,44.18,54.15,-0.26,-27.49,-0.494,1.748,0.35,8,572,38.2,1.0,Neutral,38.2,36.0,36.8
2019-01-24,2591.69,10.35,2.22,,51.34,1.23,0.976,1.25,49.63,56.09,0.14,-27.19,-0.429,0.699,0.175,3,572,40.1,1.0,Neutral,40.1,38.6,42.5
2019-01-25,2601.72,10.54,2.28,,43.0,2.12,1.011,0.22,44.94,57.89,0.52,-26.91,-0.692,0.35,1.051,2,571,37.4,1.0,Neutral,37.4,35.9,40.4
2019-01-28,2596.98,10.9,2.38,,36.87,4.42,0.935,-0.52,40.82,56.71,0.35,-27.04,-0.941,0.525,0.35,1,571,34.5,1.0,Neutral,34.5,32.7,36.6
2019-01-29,2594.25,12.3,2.81,,36.5,8.13,0.995,0.56,46.49,56.0,0.29,-27.12,-1.496,0.35,2.977,1,571,32.2,1.0,Neutral,32.2,30.9,35.6
2019-01-30,2575.58,12.83,2.97,,31.29,10.95,0.776,-0.21,41.16,51.27,-0.37,-27.64,-1.888,0.525,2.277,1,571,29.1,1.0,Pessimistic,29.1,27.4,28.7
2019-01-31,2584.57,13.51,3.17,,23.64,19.22,1.002,-0.27,42.4,53.31,0.03,-27.39,-2.485,0.0,4.72,1,572,26.8,1.0,Pessimistic,26.8,25.6,29.6
2019-02-01,2618.23,11.36,2.51,,36.74,0.88,0.858,0.63,45.39,60.07,1.34,-26.44,-3.289,1.742,0.0,1,573,35.9,1.0,Neutral,35.9,35.5,36.4
2019-02-11,2653.9,10.49,2.24,,50.54,0.0,1.011,2.19,54.8,65.73,2.71,-25.44,-2.321,2.265,0.0,2,574,42.6,1.0,Neutral,42.6,42.6,46.3
2019-02-12,2671.89,10.14,2.13,,64.18,0.0,1.203,2.99,62.76,68.18,3.36,-24.94,-1.518,2.613,0.0,2,574,46.7,1.0,Neutral,46.7,46.8,53.9
2019-02-13,2721.07,9.79,2.02,,78.31,0.0,1.587,5.65,85.75,73.71,5.2,-23.53,-0.374,2.962,0.0,3,574,54.6,1.0,Neutral,54.6,55.2,62.5
2019-02-14,2719.7,9.62,1.97,,84.21,0.0,1.273,5.23,76.53,73.33,5.1,-23.56,0.86,2.091,0.0,4,574,54.2,1.0,Neutral,54.2,53.8,61.9
2019-02-15,2682.39,9.98,2.08,,72.07,0.0,1.274,2.45,60.91,63.64,3.63,-23.86,3.019,1.92,0.0,5,573,50.4,1.0,Neutral,50.4,47.4,55.8
2019-02-18,2754.36,8.06,1.49,,72.45,0.0,1.7,3.79,79.39,71.47,6.35,-21.03,3.003,3.665,0.0,6,573,59.5,1.0,Neutral,59.5,57.9,64.4
2019-02-19,2755.65,7.88,1.44,,63.65,0.0,1.87,3.13,76.33,71.59,6.35,-20.98,3.364,2.618,0.0,7,573,58.9,1.0,Neutral,58.9,56.9,63.2
2019-02-20,2761.22,7.19,1.23,,55.53,0.0,1.589,1.48,59.4,72.13,6.52,-20.83,3.272,1.923,0.0,3,572,55.9,1.0,Neutral,55.9,53.8,60.6
2019-02-21,2751.8,7.53,1.33,,50.7,0.0,1.926,1.18,59.91,69.73,6.09,-21.1,3.251,2.967,0.0,4,573,54.9,1.0,Neutral,54.9,52.5,59.2
2019-02-22,2804.23,6.83,1.12,,61.69,0.0,1.927,4.54,88.16,74.76,8.0,-19.59,3.389,4.712,0.0,5,573,64.0,1.0,Optimistic,64.0,62.8,65.7
2019-02-25,2961.28,5.96,0.86,,61.69,0.0,3.337,7.51,92.0,83.57,13.82,-12.15,5.108,11.538,0.0,6,572,70.4,1.0,Optimistic,70.4,68.6,73.3
2019-02-26,2941.52,5.79,0.81,,61.71,0.0,3.433,6.75,92.0,79.79,12.8,-11.65,5.571,2.622,0.874,4,572,69.7,1.0,Optimistic,69.7,68.6,73.1
2019-02-27,2953.82,5.96,0.87,,59.02,0.0,2.778,6.98,92.0,80.39,13.0,-11.29,6.25,2.098,0.524,4,572,69.3,1.0,Optimistic,69.3,68.0,71.7
2019-02-28,2940.95,5.98,0.88,,65.9,0.0,1.983,6.87,92.0,77.81,12.24,-11.67,5.949,1.401,1.751,2,571,69.1,1.0,Optimistic,69.1,68.3,71.5
2019-03-01,2994.01,5.44,0.71,,60.44,0.0,1.917,6.77,92.0,80.57,13.98,-10.08,5.153,0.699,0.0,1,572,70.2,1.0,Optimistic,70.2,69.8,71.6
2019-03-04,3027.58,5.08,0.61,,57.68,0.0,2.861,2.24,68.8,82.09,14.93,-9.07,4.111,4.887,0.0,2,573,66.4,1.0,Optimistic,66.4,65.3,73.6
2019-03-05,3054.25,5.09,0.61,,66.88,0.0,2.234,3.83,82.19,83.22,15.6,-8.27,4.509,5.245,0.0,3,572,70.2,1.0,Optimistic,70.2,69.4,75.5
2019-03-06,3102.1,4.39,0.4,,75.3,0.0,2.852,5.02,92.0,85.03,17.08,-6.83,4.845,4.904,0.0,3,571,74.8,1.0,Optimistic,74.8,74.5,80.5
2019-03-07,3106.42,4.39,0.4,,76.54,0.0,2.913,5.63,92.0,85.19,16.92,-6.7,6.654,6.993,0.0,4,572,75.5,1.0,Optimistic,75.5,74.5,80.9
2019-03-08,2969.86,5.09,0.62,,66.05,0.0,2.787,-0.81,43.23,62.91,11.55,-10.8,7.399,2.098,10.315,5,572,58.9,1.0,Neutral,58.9,56.1,70.9
2019-03-11,3026.99,4.91,0.57,,68.21,0.0,1.988,-0.02,49.84,66.82,13.4,-9.01,7.611,8.217,0.175,6,572,63.2,1.0,Optimistic,63.2,59.7,72.0
2019-03-12,3060.31,4.56,0.47,,66.29,0.0,2.332,0.2,51.67,68.88,14.32,-8.01,6.94,4.72,0.0,7,572,64.6,1.0,Optimistic,64.6,61.6,73.6
2019-03-13,3026.95,5.1,0.64,,54.87,0.0,2.007,-2.42,29.65,64.56,12.77,-9.01,5.745,2.627,2.277,8,571,56.1,1.0,Neutral,56.1,52.6,67.2
2019-03-14,2990.68,5.1,0.65,,44.0,0.0,1.612,-3.73,20.26,60.14,11.14,-10.1,3.59,0.876,3.853,9,570,50.4,1.0,Neutral,50.4,47.6,60.1
2019-03-15,3021.75,4.91,0.59,,58.93,0.0,1.445,1.75,59.24,62.51,12.01,-9.17,2.594,2.972,0.524,10,572,60.6,1.0,Optimistic,60.6,59.5,65.7
2019-03-18,3096.42,4.56,0.49,,57.43,0.0,1.657,2.29,66.74,67.5,14.45,-6.92,1.741,3.846,0.0,6,572,63.8,1.0,Optimistic,63.8,63.9,69.0
